Event Name,Start Date & Time,End Date & Time,Address,Phone,Email,Image
Georgia AAEA Grow With Google Q3 Cohort,"08/01/2024 - 6:30, EDT","08/01/2024 - 8:30pm, EDT","215 Marvin Miller Drive Southwest Atlanta, GA 30336 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/aeaf8a386d76174f1ceafa94a8067c5e.png
Oaked and Smoked ~ American Whiskey and BBQ,"07/13/2024 - 3, MDT","07/13/2024 - 6pm, MDT","9568 South University Boulevard Highlands Ranch, CO 80126 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2e148c9ac64631bcaaca07c70bd1ef26.png
MU AAA Meet-Up - Macon Edition,"07/20/2024 - 4, EDT","07/20/2024 - 6:30pm, EDT","1602 Montpelier Avenue Macon, GA 31201 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2c58a8ea76cb1c5bb4453d4f8a3aaad7.png
Black Teens Baseball League: Church Hosted,"07/09/2024 - 9pm, EDT","07/10/2024 - 4am, EDT","6033 Little Falls Road Arlington, VA 22207 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/277cf5d80dbb68bbfe4f9775ebfed6a4.png
POSITIVELY AGING PROJECT 9TH ANNUAL SYMPOSIUM,"09/21/2024 - 9am, PDT","09/21/2024 - 3pm, PDT","480 South Sunrise Way Palm Springs, CA 92262 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5adef973b23208c46e05b248b4ba9fc7.png
Poems of Their Future | An Evening of Poetry and Performance,"08/15/2024 - 6, CDT","08/15/2024 - 8pm, CDT","5216 Montrose Boulevard Houston, TX 77006 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b608369f3cab135fa898f1871beb66e6.png
"20th Annual Summer Kids Chef Camp,  Desserts from Around the","07/15/2024 - 10am, EDT","07/18/2024 - 3pm, EDT","54 S. High Street Dublin, OH 43017 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2eaf952f8ed15d87d2e83d6f97bd41d8.png
Terroir Tuesdays:  American Wine,"07/09/2024 - 6, CDT","07/09/2024 - 8pm, CDT","2828 Culver Road Mountain Brook, AL 35223 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f9fa192236cc1338684ea1161b7f6aa7.png
WINDSOR FREEDOM TRAIL WALKING TOUR 2024,"09/28/2024 - 7, EDT","09/28/2024 - 10:30am, EDT","320 Hayden Station Road Windsor, CT 06095 United States",688-5225,,https://storage.googleapis.com/boroom.appspot.com/events/d27fd7225c5492226975879b8107def6.png
"Film Festival Screening: One Person, One Vote","08/04/2024 - 5:30, EDT","08/04/2024 - 8pm, EDT","Cloyd Heck Marvin Center 800 21st Street Northwest Washington, DC 20052 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/64bdb05913aebb1f2262851821cf3fb4.png
"6TH AKILE AFRICA FESTIVAL 2024, Dallas, TX.","08/24/2024 - 3:30, CDT","08/24/2024 - 11:30pm, CDT","Dallas Dallas, TX United States",,,https://storage.googleapis.com/boroom.appspot.com/events/560236950089c6242eda1d9184f6d2ef.png
South African Wines,"07/24/2024 - 6:30, EDT","07/24/2024 - 8pm, EDT","108 19th St Pittsburgh, PA 15222 United States",610-3087,events@thepamarket.com,https://storage.googleapis.com/boroom.appspot.com/events/cadfc279197e018f8714558526edb8a7.png
Verizon Small Business Digital Ready Program,"07/11/2024 - 6, CDT","07/11/2024 - 8:30pm, CDT","3536 Grand Avenue Dallas, TX 75210 United States",,,
"Kirk Whalum & Jonathan Butler @ the Omaha Jazz Experience ~ Saturday, 7/20.","07/20/2024 - 5, CDT","07/20/2024 - 10pm, CDT","2285 South 67th Street Omaha, NE 68106 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/62479b5528fb1504c8eed8c2fcc76219.png
Black Health Connect: HTX - Q4 2024 MIXER (AFROTECH EDITION),"11/15/2024 - 5pm, CST",,"702 West Dallas Street Houston, TX 77019 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/e73f3a180f6dcfd80f9ecf35f55d38c6.png
Black Birthworker Career Fair,"07/27/2024 - 9am, PDT","07/27/2024 - 12pm, PDT","5831 West Centinela Avenue Los Angeles, CA 90045 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/e1c02dd26ed5e6b1c6d9df6ef33d0b14.png
"Mike Bass, author of FRIGHTFUL FOLKLORE OF NORTH AMERICA - a Boswell event","09/18/2024 - 6:30pm, CDT",,"2559 North Downer Avenue Milwaukee, WI 53211 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/917ba73877581f244dc9d08871d225e5.png
Los Silverbacks,"08/18/2024 - 6:30, PDT","08/18/2024 - 9pm, PDT","13 Main Street Winters, CA 95694 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1b142e399dd87e706dde4269aafac09f.png
A Celebration of the American Tap Dance Foundation,"07/11/2024 - 6pm, EDT",,"Enter via 111 Amsterdam Ave. between West 64th and 65th Street New York, NY 10023-7498 United States",,accessibility@nypl.org,https://storage.googleapis.com/boroom.appspot.com/events/3e97429a1a85529fa63b2f1b4531d280.png
Ashobi Tee Off,"08/10/2024 - 10am, CDT","08/10/2024 - 4pm, CDT","5802 Lake Drive Centreville, IL 62205 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/554f7eb5d889c8e2aed17f70317d2af6.png
Florida AAEA Grow With Google Q3 Cohort,"08/01/2024 - 6:30, EDT","08/01/2024 - 8:30pm, EDT","601 Innovation Way Daytona Beach, FL 32114 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/aeaf8a386d76174f1ceafa94a8067c5e.png
Alabama AAEA Grow With Google Q3 Cohort,"08/01/2024 - 6:30, CDT","08/01/2024 - 8:30pm, CDT","350 South Main Street Wetumpka, AL 36092 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/aeaf8a386d76174f1ceafa94a8067c5e.png
Hilarious Colombian Americans,"07/23/2024 - 8, EDT","07/23/2024 - 10pm, EDT","318 West 53rd Street New York, NY 10019 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b76b28389b0c8533159f6a4bf2716ba2.png
ABWA'S Southampton Summer Soiree,"07/27/2024 - 6:30am, EDT","07/27/2024 - 6pm, EDT","Southampton Southampton, NY 11968 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/fdd16aff2cdbf7fcb64d1e89da372810.png
Afro Latino Concert Night,"07/12/2024 - 6, EDT","07/12/2024 - 10pm, EDT","110-36 Guy R Brewer Boulevard Queens, NY 11433 United States",707-6504,Niskadawn@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/78f0757c9463ca844ec0ef1b0654f6d5.png
African Diaspora Uncles & Aunts,"07/13/2024 - 8pm, EDT","07/14/2024 - 2am, EDT","42 Albany Avenue Brooklyn, NY 11213 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3ca2319f7472b36b575246a44a049af6.png
Third Eye Books Presents: The 1619 Project: A New Origin Story,"07/19/2024 - 7, PDT","07/19/2024 - 9pm, PDT","209 Northwest 4th Avenue #3 Portland, OR 97209 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/bb39ec788200409159e2c14115f5cacb.png
Recovery through the Arts Convening,"08/02/2024 - 8am, EDT","08/02/2024 - 4pm, EDT","Malachowsky Hall for Data Science & Information Technology Gainesville, FL 32603 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/058d1d5cbed3b0c86b56295e2b3393d0.png
American Mile at Crawdads on the River,"07/07/2024 - 2, PDT","07/07/2024 - 5pm, PDT","1375 Garden Highway Sacramento, CA 95833 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/43762a96bc296c9b6dbac0aab6ba46ef.png
5th National African Leadership Conference,"08/01/2024 - 9am, CDT","08/02/2024 - 4pm, CDT","11 East Kellogg Boulevard Saint Paul, MN 55101 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8329b6eb0b06b409befae4b0b9bb596a.png
Sacred Space Egyptian Yoga,"07/27/2024 - 9am, EDT","07/27/2024 - 12pm, EDT","3787 Klondike Road Stonecrest, GA 30038 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d698a3c95b87be52a2d46d0589c73392.png
AAAC-KC Exhibition,"07/06/2024 - 8am, CDT","07/06/2024 - 8pm, CDT","11902 Lowell Avenue Overland Park, KS 66213 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d46c50d95ce474db9db2b71528386372.png
Six Mile Meetup!,"09/10/2024 - 12:45, EDT","09/10/2024 - 2pm, EDT","10635 West McNichols Road Detroit, MI 48221 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/04898bf2c519c57551005dc74bbe35c4.png
Leadership by Design // 2024,"09/26/2024 - 6, CDT","09/26/2024 - 7pm, CDT","1499 Olive Boulevard Murray, KY 42071 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a999b39dc26581a07b7da9402d07a1f1.png
Colorism in the Latino Community,"08/03/2024 - 7:30, EDT","08/03/2024 - 9:30pm, EDT","Cloyd Heck Marvin Center 800 21st Street Northwest Washington, DC 20052 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3bb3dc811a96c2c104e64436a77a3185.png
2nd Saturday Stroll from Larrabee-Whiting Estate,"11/09/2024 - 10:30am, EST",,"Strawberry Hill St Dover, MA 02030 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3899593d3dd4d1268d44f90309344732.png
Madison McFerrin,"08/17/2024 - 6, PDT","08/17/2024 - 10pm, PDT","350 South Grand Avenue Los Angeles, CA 90071 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/44e6cf5ddcf230f2c5e536411625b44e.png
Beyond Policing by Dr. Philip McHarris - Author Event,"07/31/2024 - 6, EDT","07/31/2024 - 7:30pm, EDT","57 Warren Street Roxbury, MA 02119 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/803f6ea34aacccaac47b98e34c94abeb.png
September 2024 International Marketplace Taste & Tour,"09/06/2024 - 11:30am, CDT","09/06/2024 - 2:30pm, CDT","2415 Independence Ave Kansas City, MO 64124 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/57d4b814bd16122e051440c1d3f75ca0.png
Blues with Ryan Lee Crosby and Friends,"07/12/2024 - 8, EDT","07/12/2024 - 10pm, EDT","6 Bodwell Lane Vinalhaven, ME 04863 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1101ba1c365ab426c57ada0232dd5e0b.png
The Green Dawat - American Pakistani Professional Association,"07/05/2024 - 6, EDT","07/05/2024 - 11pm, EDT","301 M Street Southwest Washington, DC 20024 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5c557a1c59478d99997ee4c8aad78420.png
Third Thursdays with Fifth Third Bank,"07/25/2024 - 5:30, EDT","07/25/2024 - 8pm, EDT","1930 East 7th Avenue Tampa, FL 33605 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a2810b2db98bb851dd3bb9c204421cb3.png
EVENT POSTPONED (Ramapo Munsee Cultural Heritage  Academic Conference),"11/22/2024 - 9am, EST","11/22/2024 - 5pm, EST","Hillburn Hillburn, NY United States",957-3905,culturalcreativesolutions@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/32a1a86a3fbaa4c76db5da8b1118913b.png
African Spirituality Circle,"07/20/2024 - 1, CDT","07/20/2024 - 3pm, CDT","2518 North Dousman Street Milwaukee, WI 53212 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/21d00cecacb1a32e56935732da26397d.png
"African Diaspora Dance Nights: Merengue, Cumbia & Dominican Bachata","07/12/2024 - 7, CDT","07/12/2024 - 10pm, CDT","918 Congress Avenue Austin, TX 78701 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/0ab806abaa4e219b1cbd4ddffe5a33d3.png
Developing Indian Modern and Contemporary Art at the AIC,"08/03/2024 - 2, CDT","08/03/2024 - 4pm, CDT","1925 South Michigan Avenue Chicago, IL 60616 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/15be6b4bdbf09086c01a3d502def7dc7.png
GUINEAN EXCELLENCE AWARDS NIGHT,"09/01/2024 - 6, EDT","09/01/2024 - 11:30pm, EDT","8500 Annapolis Road New Carrollton, MD 20784 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/198b454a2407c2b4d1e80dd6112a0346.png
"Phoenix Fest Music Fest, Food Truck Rodeo & Africana Market      Durham NC","10/05/2024 - 11am, EDT","10/05/2024 - 6pm, EDT","Fayetteville Street at Lakewood Avenue Durham, NC 27701 United States",919-680-2878,denise@nc.rr.com,https://storage.googleapis.com/boroom.appspot.com/events/fc5a26e46a91fbd76b1bf619d67e2a4b.png
Drink N Draw with Glitter Macabre and guest Anthony Pugh,"07/11/2024 - 7, EDT","07/11/2024 - 10pm, EDT","831 Nostrand Ave Brooklyn, NY 11225 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/229bfec6347ff1eeba454a6e19c3766c.png
2024 Cleveland Rocks Writing Conference,"08/10/2024 - 9am, EDT","08/10/2024 - 4:30pm, EDT","1876 South Green Road South Euclid, OH 44121 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b7bf34082206210bf5103a97189c8f8b.png
MCC People of African Descent: The Next Generation 2024 Conference,"07/26/2024 - 1pm, EDT","07/28/2024 - 10pm, EDT","143 Albany Street Ferndale, MI 48220 United States",734-946-1400,,https://storage.googleapis.com/boroom.appspot.com/events/ceb8323e7c39f7415110f6eca9ec8935.png
African Dance Workshop with Coach Chefi,"07/12/2024 - 7, EDT","07/12/2024 - 9pm, EDT","560 Washington Street Whitman, MA 02382 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8db43d6618c651652d0851880e18005e.png
South African Wine Tasting,"07/11/2024 - 6, MST","07/11/2024 - 8pm, MST","888 North 1st Avenue #Suite 101 Phoenix, AZ 85003 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f42262f421da0db3b18ce46d358578c7.png
SnowBusters Bikers  - Summer Rides 2024,"07/06/2024 - 9am, PDT",,"13552 FIJI WAY Marina Del Rey, CA 90292 United States",,Artj@snowbusters.org,https://storage.googleapis.com/boroom.appspot.com/events/bed33915f5b64bb178b0e4fe507bee0a.png
World Arts West Dance Festival Weekend 2:Artist Dialogues + Dance Workshops,"09/01/2024 - 12, PDT","09/01/2024 - 6pm, PDT","3316 24th Street San Francisco, CA 94110 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/26681344aaeabffa888fabf2f22165cf.png
EmPOWERED to End Opioid and Stimulant Misuse - Community Training Series,"07/11/2024 - 7, EDT","07/11/2024 - 9pm, EDT","203 East 37th Street Brooklyn, NY 11203 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c5a379c657912d71efdc41d3c9d1af30.png
HBCU College & Career Fair,"08/30/2024 - 9am, EDT","08/30/2024 - 1pm, EDT","920 Beatty Road Columbia, SC 29210 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d8b050518c38d9339a422f37af04c8f6.png
HEART 2 HEART RELATIONSHIP TALK SHOW,"07/14/2024 - 4:30pm, EDT","07/24/2024 - 8pm, EDT","3560 Dorr Street Toledo, OH 43607 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d262195fba4097a389fe05123ec7ac56.png
TCNJ | Educator Professional Development,,,"2000 Pennington Road Ewing Township, NJ 08628 United States",609-771-2540,aspire@tcnj.edu,https://storage.googleapis.com/boroom.appspot.com/events/e92c7a0fe55cb5dcf3e8417936f5b39a.png
"Grapes, Grains, and Conversations: The Executive Book Club!","07/18/2024 - 6, EDT","07/18/2024 - 8pm, EDT","551 South Tryon Street Charlotte, NC 28202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ac08839b48f8386614991fdc674fe4aa.png
AFRICAN FOOD TASTING,"08/17/2024 - 5, PDT","08/17/2024 - 7:30pm, PDT","1150 Hilfiker Lane Southeast Salem, OR 97302 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c006abc7562d98da368760420514b96f.png
AARON LEWIS: The American Patriot Tour,"07/19/2024 - 7, CDT","07/19/2024 - 11:30pm, CDT","53550 Dolphin Cove South Padre Island, TX 78597 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7e2a52e02e8071fe8835e199074fa470.png
Legacy Week 2024: Maggie L. Walker Birthday Walking Tours,"07/15/2024 - 10am, EDT","07/15/2024 - 7pm, EDT","900 St. James Street Suite 100 Richmond, VA 23220 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7262636efe47ef4c956299b4d347c1e1.png
Let's Get Started: Anti-bias Education in Montessori,"12/14/2024 - 9am, PST","12/14/2024 - 3:30pm, PST","610 Southwest Alder Street #suite 721 Portland, OR 97205 United States",,contactme@britthawthorne.com,https://storage.googleapis.com/boroom.appspot.com/events/db2195dc35e4b6a1df6357b409085cf4.png
Rites Of Passage Savannah Summer 2024,"06/29/2024 - 11am, EDT","07/28/2024 - 5pm, EDT","502 East Harris Street Savannah, GA 31401 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/9d26dcad6dc910fdbf66cf16cb56d7ab.png
Moving Beyond the Basics: Anti-bias Education in Montessori,"12/15/2024 - 9am, PST","12/15/2024 - 3:30pm, PST","610 Southwest Alder Street #suite 721 Portland, OR 97205 United States",,contactme@britthawthorne.com,https://storage.googleapis.com/boroom.appspot.com/events/77a12d7c2a57f7cdf194cb9355dd3048.png
All American Car Show (American/Import/New/Classic),"08/03/2024 - 7:30am, PDT","08/03/2024 - 3pm, PDT","500 Kettner Blvd San Diego, CA 92101 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/45741f807ee6c4c6f6fc6f7e4fa8d0fb.png
"South Asian, Middle Eastern & North African (SAMENA) Collective Kickoff","07/19/2024 - 9, PDT","07/19/2024 - 10:30am, PDT","300 West Carl Karcher Way Anaheim, CA 92801 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/db9c672d03222dfd000aa78dd55c695d.png
Delaware Valley Interfaith Gospel Choir Workshops Registration,"09/23/2024 - 7, EDT","09/23/2024 - 8:30pm, EDT","350 West State Street Media, PA 19063 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2ca9d3bd821b59ada57d6be64bb151cc.png
America Makes  MMX 2024,"08/06/2024 - 7am, EDT","08/07/2024 - 5pm, EDT","4180 Westford Place Canfield, OH 44406 United States",,zach.smith@ncdmm.org,https://storage.googleapis.com/boroom.appspot.com/events/e6a152e05959744284496dbbd047e7c6.png
The Deborah Newallo Experience,"07/09/2024 - 6:30, EDT","07/09/2024 - 9pm, EDT","310 Lenox Avenue New York, NY 10027 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ce3adee2a5369416e7927ebd74023a1b.png
Must Love Beards ATL - Throwbacks Only (women's tickets),"08/24/2024 - 3, EDT","08/24/2024 - 9pm, EDT","3377 Peachtree Road Northeast Atlanta, GA 30326 United States",,partnerships@idontdoclubs.com,https://storage.googleapis.com/boroom.appspot.com/events/cb5f28c2b1389780120b979f0f935971.png
The Great American Punchline,"07/13/2024 - 6, CDT","07/13/2024 - 10pm, CDT","15 West Mountain Street Fayetteville, AR 72701 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/879b14bcc0cf47bf3ee07c5f687d90a8.png
Music from Home-American Focus 3-Native American Composers: Connor Chee,"07/07/2024 - 3, PDT","07/07/2024 - 5pm, PDT","12317 Gravelly Lake Drive Southwest Lakewood, WA 98499 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1b9f0103013575fa76fa902d682c97fd.png
"Hampton Art Lovers Presents ""Under a Simple Tree: The Canopy Policy Project","07/06/2024 - 12, EDT","07/06/2024 - 6pm, EDT","7200 Biscayne Boulevard Miami, FL 33138 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d660a387d396e8968995e879fbb79266.png
MADDI MAYS! Live at The Function Comedy Club (SF),"07/07/2024 - 7, PDT","07/07/2024 - 8:30pm, PDT","1414 Market Street San Francisco, CA 94102 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/6145e8ae6b162d82451f8dd4924743e3.png
American Red Cross - July Lifeguarding Course,"07/10/2024 - 8am, CDT","07/12/2024 - 5pm, CDT","123 South Esplanade Street Leavenworth, KS 66048 United States",913-758-6635,Patrick.Clark@firstcity.org,https://storage.googleapis.com/boroom.appspot.com/events/f7b8e35b2dfddf546324bc544cd67ea3.png
American Artisan Cheeses,"08/03/2024 - 7, EDT","08/03/2024 - 9pm, EDT","4402 Penn Avenue Pittsburgh, PA 15224 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/90f4c6b609fdf43e502b2c7d25575037.png
Jesmyn Ward with Kai Harris: Let Us Descend,"09/05/2024 - 7, PDT","09/05/2024 - 8pm, PDT","1010 El Camino Real #100 Menlo Park, CA 94025 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2f53e5c30ed9d50ef816de33e615e37a.png
DANCE|SWEAT|MEDITATE NEW YORK POP-UP CLASS,"07/21/2024 - 11am, EDT","07/21/2024 - 12pm, EDT","21 Snyder Avenue Brooklyn, NY 11226 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a969e5c6f5d1388a54fe8a363952b5d2.png
Marquis Hill,"12/07/2024 - 7:30, EST","12/07/2024 - 8:45pm, EST","1 Bennett Street Cambridge, MA 02138 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c66385cff583717d407a129b980226de.png
Classic Movie Night: American Graffiti,"07/25/2024 - 7pm, EDT",,"214 E. Mt. Vernon St. Somerset, KY 42503 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b7e596cae2954017dba8146a5fb601ea.png
All American Food and Beer Pairing,"07/08/2024 - 6, EDT","07/08/2024 - 8pm, EDT","57695 Van Dyke Rd Washington, MI 48094 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2b8cb2ef4a40fa7b3adbd81f9540be43.png
Educators Night in Detroit's Cultural Center,"09/24/2024 - 4:30, EDT","09/24/2024 - 8pm, EDT","5200 Woodward Avenue Detroit, MI 48202 United States",,annmarie@detroitculturalcenter.org,https://storage.googleapis.com/boroom.appspot.com/events/b14c352a8b4b0d1d7ded07f2c77fb466.png
Olivia J Price Annual Birthday Bash,"09/28/2024 - 5, EDT","09/28/2024 - 11pm, EDT","6080 Lanier Islands Parkway Buford, GA 30518 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/52cd5d659acbb7bb483cce02f986377b.png
Journey to Homeownership Class(Residents of Linn County in Iowa),"07/20/2024 - 10am, CDT","07/20/2024 - 12pm, CDT","1800 1st Avenue Northeast #Suite 100A Cedar Rapids, IA 52402 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8ed603f22bf432d030343489bc12ce35.png
Italian American Classics with Chef Michelle,"07/30/2024 - 6:30, EDT","07/30/2024 - 9:30pm, EDT","105 East Main Street Woodstock, GA 30188 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a8772157c29c1e9b521eb15dc991de56.png
American Glory,"07/13/2024 - 5:30, EDT","07/13/2024 - 8:30pm, EDT","202 Waterman Street South East Marietta, GA 30060 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/41168c588f0cf4a326efe9d3bf503853.png
The Great American Punchline // Muncie,"07/08/2024 - 6, EDT","07/08/2024 - 8:30pm, EDT","900 West 8th Street Muncie, IN 47302 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/6afe58ad616fc1c81f0473a68ee7c110.png
Sparking Freedom: Enslaved Resistance in Fredericksburg and Stafford,"06/22/2024 - 1pm, EDT","10/12/2024 - 3pm, EDT","1013 Lafayette Boulevard Fredericksburg, VA 22401 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ef4dbd657709003f965fbfcd9ed57162.png
Tamara Winfrey-Harris in Conversation with Dr. River Sturdivant,"07/11/2024 - 7pm, EDT",,"212 East 16th Street Indianapolis, IN 46202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d8c5693f80ba069eb36e2c467fd59db5.png
Bear Mountain Native American Celebration,"07/13/2024 - 11am, EDT","07/14/2024 - 7pm, EDT","Palisades Interstate Pkwy Harriman State Park Bear Mountain, NY 10911 United States",,,
American Me Comedy Show,"07/20/2024 - 8, EDT","07/20/2024 - 10pm, EDT","20 South Mason Street #Suite B10 Harrisonburg, VA 22801 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/0172b2643447acaf19c468b1d731c1e1.png
Alternative Guitar Summit Camp 2024,"08/19/2024 - 3pm, EDT","08/23/2024 - 11am, EDT","12 Valley View Road Big Indian, NY 12410 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/720bb7260d91825e9673f343921f23f8.png
"Fireworks / Tom Petty covered by American Petty/ Anna, TX","07/06/2024 - 8, CDT","07/06/2024 - 10:30pm, CDT","11917 County Road 509 Anna, TX 75409 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d747cf12eec94702a088e02a491a6da4.png
Tan and Sober Gentlemen,,,"1977 Maybank Hwy Charleston, SC United States",,,https://storage.googleapis.com/boroom.appspot.com/events/259e06a7959c4737cb34305c30bf4c3c.png
Writing Against Asian American Stereotypes,"07/21/2024 - 4, PDT","07/21/2024 - 6pm, PDT","3976 Atlantic Avenue Long Beach, CA 90807 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/18de64bda0f1ae54ef7b6a924df137c5.png
Sons of the American Legion Annual July Crab Feast,"07/20/2024 - 4, EDT","07/20/2024 - 7pm, EDT","2 Main Street Laurel, MD 20707 United States",,squadron60@verizon.net,https://storage.googleapis.com/boroom.appspot.com/events/da3612365ad4679136685cd227d5fae0.png
2024 and the Future of American Democracy,"07/25/2024 - 5:30, PDT","07/25/2024 - 7:30pm, PDT","17627 Talbot Road Edmonds, WA 98026 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b07ba2fa4a6daba7bf63d6cd061668e7.png
American Airlines - 2024 APIEBRG Member Mingle,"07/16/2024 - 11:30am, CDT","07/16/2024 - 1pm, CDT","1 Skyview Drive Fort Worth, TX 76155 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/424e1b85ab26de84d9329d1270932056.png
Vieux Farka Touré,,,"Sierra Nevada Brewing Co. 1075 E 20th Street Chico, CA 95928 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/90d6b44ba5737953914c8986a80edd0e.png
Chiku Awali African Dance Extravaganza,"07/21/2024 - 1, EDT","07/21/2024 - 5pm, EDT","145 College Road Suffern, NY 10901 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/d8288c4ac5f1fc13b84c932459ad937c.png
10th Annual Saint Louis African American Artifacts Festival and Bazaar,"08/17/2024 - 1, CDT","08/17/2024 - 7pm, CDT","14th & St.Louis Avenue St.Louis, MO 63106 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/40c00faf598558806676141fbecb05c1.png
50 Years of Women's Studio Workshop: Maymanah Farhat,"07/27/2024 - 3, PDT","07/27/2024 - 5pm, PDT","550 Winslow Way East Bainbridge Island, WA 98110 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/04e24dfc1b76ffa3a5a74299952e43da.png
24th Annual Africa Day Business Forum,"10/26/2024 - 8am, PDT","10/26/2024 - 5pm, PDT","2211 Alaskan Way Seattle, WA 98121 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f9d029918cf0a8866665c269ad278357.png
American Red Cross Basic Life Support Training and Certification,"07/06/2024 - 10am, AKDT","07/06/2024 - 12pm, AKDT","205 East Benson Boulevard #100 Anchorage, AK 99503 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f729f4ddb545201df1e969cf2eb6f3b6.png
SLACKJAW & PARRISBRIDGE W/ AMERICAN THEORY &  CLEANSING OF THE TEMPLE,"07/17/2024 - 6, EDT","07/17/2024 - 11pm, EDT","1151 Broad Street Augusta, GA 30901 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/807d890dd1e8a64e577bc8ed26880da9.png
